id,shop_name,owner_name,strength,style,category_id,must_change_password,created_at,updated_at,role
ca885532-2316-483d-8b41-a051446cb3cd,パンのたより,森田 悠斗,ここの団子、手元に置いたら嬉しなるき。 気になったら声かけてよ。,朝7時ごろから昼過ぎまで。雨天はお休みします。雑談は多めです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
e410f811-bd5d-4949-b901-a50b4c96f0e3,アクセサリーの首飾り,杉本 直人,今週はピアスがよう出ちゅう。気負わず使えるのがえい。 外せんきね。,朝7時ごろから昼過ぎまで。雨天はお休みします。雑談は多めです。,a333b487-8c16-428d-9708-1e8fe07d2bb4,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
fec0d5fa-7c0f-4aba-91f7-3b2b22e08741,大塚のお店,大塚 直美,スコップ、見たら気分が上がるで。仕上げがきれいに出ちゅう。 外せんきね。 毎回ちょっと覗きたくなる店よ。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,5df86d0b-002d-4bf5-ac2e-500ec532adaa,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
bc7ffcea-21d2-4de0-9133-a61805f2331b,弁当箱屋さん,後藤 大悟,あら、ここのお店、最近行ってないねぇ。今日は何が出ちゅうか、ちょっと見てきてくれん？,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,57b32c4e-0985-42be-af4b-e2869889cf94,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
bc43d314-6f5b-44ee-a746-41e84cb5bf3c,お餅のたより,東 智也,焼き芋ひとつで印象変わるき。ひと目で惚れる人が多いき。 外せんきね。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
f67eb1d6-67f1-46dc-ba44-a76ca8983207,きゅうりの台所,岡田 愛菜,まず酢から見てみいや。手に取った時がえいき。 ついでに寄ってみいや。 えいもんが揃っちゅうき。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
5f244fbd-9d86-431a-bba0-4e055aba81c9,佐野のお店,佐野 俊介,佐野のお店のイヤリングは評判やきね。普段使いにちょうどえい。 こりゃおすすめやき。 一度買うたらまた来とうなるき。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,a333b487-8c16-428d-9708-1e8fe07d2bb4,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
14d28b1c-1e6c-489b-bc3a-e7cfd1ccc787,ほっこりお菓子亭,伊藤 大悟,たこ焼きはここがいちばんやき。実物見ると印象変わるき。 のぞくだけでも楽しいき。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
162d75e0-eebf-4527-b4c9-7fcfc42dcf83,お菓子のたより,宮崎 悠斗,あら、ここのお店、最近行ってないねぇ。今日は何が出ちゅうか、ちょっと見てきてくれん？,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
0ca26e57-fcf6-4f90-860e-e2fcf40d3c53,花の苗園,長谷川 海斗,苗木、見たら気分が上がるで。こだわりが見える品やき。 手に取ってみてよ。,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
aa886c28-2e61-4a44-add9-6d1382237833,渡辺のお店,渡辺 莉央,染物、見たら気分が上がるで。ひとつあると安心やき。 のぞくだけでも楽しいき。 一度買うたらまた来とうなるき。,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,a0457227-4a7c-42a3-aff6-6424661fd517,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
9a78f53d-d689-4ba2-b6e0-7ee618b0e663,池田のお店,池田 陽,このガラス細工、作りが丁寧やき。 のぞくだけでも楽しいき。,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,a0457227-4a7c-42a3-aff6-6424661fd517,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
1e158310-d445-49ac-b771-aabc5a0b4417,観葉植物苗屋,清水 翔,今日は苗木をのぞいていきや。色味がよう出ちゅう。 見たら分かるき。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
598e879f-aba5-400b-a2db-cfbb016a287c,のこぎり道具店,佐野 亜美,ここでのこぎりを選んだら外さんき。普段使いにちょうどえい。 今日は寄ってみいや。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,5df86d0b-002d-4bf5-ac2e-500ec532adaa,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
e101834f-4977-40dc-95c8-caaff88d44aa,土佐ぶどう便,福田 優太,迷うたら玉ねぎやね。持った感じが軽うてえい。 こりゃおすすめやき。,朝7時ごろから昼過ぎまで。雨天はお休みします。雑談は多めです。,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
0c3abba1-8098-435d-af96-033ff930646b,杉山のお店,杉山 誠,あら、ここのお店、最近行ってないねぇ。今日は何が出ちゅうか、ちょっと見てきてくれん？,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,57b32c4e-0985-42be-af4b-e2869889cf94,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
00825850-a85b-4914-b14e-be160ab1a6d1,久保のお店,久保 慎太郎,あら、ここのお店、最近行ってないねぇ。今日は何が出ちゅうか、ちょっと見てきてくれん？,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,57b32c4e-0985-42be-af4b-e2869889cf94,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
6b77677e-a8f8-4ae8-a831-6b407498317e,屋台アイスクリーム,原 大悟,あら、ここのお店、最近行ってないねぇ。今日は何が出ちゅうか、ちょっと見てきてくれん？,朝7時ごろから昼過ぎまで。雨天はお休みします。雑談は多めです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
3dba8431-c30a-4a1f-a818-2625c3265fb8,高橋のお店,高橋 健,花の苗目当てで来る人も多いがよ。一回試してみると分かるき。 こりゃおすすめやき。 ここは外さんと損やき。,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
6afc3af4-1cda-457c-a544-0665df12ca3f,ブレスレットブローチ,島田 萌,ブレスレットブローチのブローチは評判やきね。見た目と手触りが違うき。 のぞくだけでも楽しいき。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,a333b487-8c16-428d-9708-1e8fe07d2bb4,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
d06d3d61-5037-4650-a3e6-d50c4d0f1030,道具の竹製品,坂本 光希,ちょいと布巾見ていきや。ひと目で惚れる人が多いき。 こりゃおすすめやき。 見たら思わず手が伸びるがよ。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,57b32c4e-0985-42be-af4b-e2869889cf94,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
3c187fe1-4f57-4516-bcc3-6911f5df2b0b,山内のお店,山内 直美,ちょいときゅうり見ていきや。家にあると助かるき。 一回のぞいてみいや。 毎回ちょっと覗きたくなる店よ。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
56762944-fcdf-4c30-8ec5-cdbba24c95c4,土佐きゅうり便,原 彩,じゃがいもはここがいちばんやき。今朝見たとき一番えかったき。 のぞくだけでも楽しいき。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
5bd31835-e266-4a24-8dc7-567e9c4ce669,季節のきゅうり屋,菅原 玲央,えいしょうゆが揃うちゅう。手に取った時がえいき。 ついでに寄ってみいや。 毎回ちょっと覗きたくなる店よ。,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
6c7f04ff-d72a-44d3-b3dc-8d7a131f5a96,山本のお店,山本 玲央,ここで多肉植物を選んだら外さんき。気負わず使えるのがえい。 ついでに寄ってみいや。 毎回ちょっと覗きたくなる店よ。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
b5a30fbc-e53b-4848-812f-dcd2ba3509b6,植木鉢園,柴田 隆,今日はトマト苗がえい日よ。ひと目で惚れる人が多いき。 あれこれ見てみいや。 ここは外さんと損やき。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
499e57b0-bda6-4f16-9f0b-024fae22d515,村上のお店,村上 律,あら、ここのお店、最近行ってないねぇ。今日は何が出ちゅうか、ちょっと見てきてくれん？,朝7時ごろから昼過ぎまで。雨天はお休みします。雑談は多めです。,5df86d0b-002d-4bf5-ac2e-500ec532adaa,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
e73c49da-1dff-4379-9a01-d0c351678aa9,のこぎりの工房,小川 栞,ここ来たらのこぎりは外せん。使うたら分かるがよ。 気になったら声かけてよ。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,5df86d0b-002d-4bf5-ac2e-500ec532adaa,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
a4657897-08a6-4936-8f24-f6dc7c73ef7f,アイスクリームのたより,谷口 萌,おにぎり目当てで来る人も多いがよ。作りが丁寧やき。 こりゃおすすめやき。 これ目当てに来る人がおるで。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
0be4efea-0de0-4308-bd81-1bb088f77147,屋台お餅,小川 杏,ここでお菓子を選んだら外さんき。こだわりが見える品やき。 手に取ってみてよ。,朝7時ごろから昼過ぎまで。雨天はお休みします。雑談は多めです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
5e727330-466d-4c0c-8fca-bd1428626025,ハーブの庭,丸山 拓也,迷うたら観葉植物やね。実物見ると印象変わるき。 ついでに寄ってみいや。 毎回ちょっと覗きたくなる店よ。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
c936752f-d084-47f5-9436-d5468b726924,砥石の工房,渡辺 亜美,迷うたらスコップやね。色味がよう出ちゅう。 今日は寄ってみいや。,朝7時ごろから昼過ぎまで。雨天はお休みします。雑談は多めです。,5df86d0b-002d-4bf5-ac2e-500ec532adaa,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
d74db97c-e573-471b-bcaf-7213bae295b9,朝どれ酢店,山崎 健,ここでレタスを選んだら外さんき。一回試してみると分かるき。 見たら分かるき。 よう評判が立ちゅうきね。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
fda6436d-5efd-4a12-99d2-e3a4dae91812,植木鉢園本舗,原田 健太,えい観葉植物が揃うちゅう。普段使いにちょうどえい。 見たら分かるき。 えいもんが揃っちゅうき。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
6c23522a-a328-4ab6-8178-396d10b90df7,手しごとはさみ,吉川 涼,ここのナイフ、家にあると助かるき。 のぞくだけでも楽しいき。 毎回ちょっと覗きたくなる店よ。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,5df86d0b-002d-4bf5-ac2e-500ec532adaa,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
2856102a-8301-40f5-af22-49180d7fc654,アクセサリーブローチ,加藤 光,アクセサリーブローチのブレスレットは評判やきね。手に取った時がえいき。 一回のぞいてみいや。 おばあが今いちばん推す店よ。,朝7時ごろから昼過ぎまで。雨天はお休みします。雑談は多めです。,a333b487-8c16-428d-9708-1e8fe07d2bb4,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
53d43fe4-5634-42fb-9a92-1a81bdd63470,ネックレスのしずく,木村 悠,この店の推しはかんざし。使うたら分かるがよ。 外せんきね。 よう評判が立ちゅうきね。,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,a333b487-8c16-428d-9708-1e8fe07d2bb4,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
b98c20b6-37c2-41f9-abbd-3737dc1aa016,鎌道具店,中山 玲央,この辺で彫刻刀言うたらここやき。仕上げがきれいに出ちゅう。 手に取ってみてよ。,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,5df86d0b-002d-4bf5-ac2e-500ec532adaa,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
3419b40e-2c2b-49e5-8bff-93106a59cf3f,肥料の庭,森田 紘,観葉植物、見たら気分が上がるで。手元に置いたら嬉しなるき。 今日は寄ってみいや。 朝いちに寄る人も多いき。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
a76e2656-8dcc-419a-9f27-3878a098fed8,彫刻刀の工房,金子 翼,ここでドライバーを選んだら外さんき。扱いやすいがよ。 今日は寄ってみいや。 これ目当てに来る人がおるで。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,5df86d0b-002d-4bf5-ac2e-500ec532adaa,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
7c980cd1-b5b5-4405-9751-27ea880109b8,堅実はさみ舗,中村 恵,今日はナイフがえい日よ。ひとつあると安心やき。 のぞくだけでも楽しいき。 見たら思わず手が伸びるがよ。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,5df86d0b-002d-4bf5-ac2e-500ec532adaa,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
186b9378-aa92-41da-84ea-781d2b7ffa59,大野のお店,大野 涼,ブローチはここがいちばんやき。気負わず使えるのがえい。 一回のぞいてみいや。 毎回ちょっと覗きたくなる店よ。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,a333b487-8c16-428d-9708-1e8fe07d2bb4,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
aa5f1f46-7899-43ea-9cf1-7c164a13e187,暮らしのお箸屋,高橋 陽,迷うたら弁当箱やね。一回試してみると分かるき。 今日は寄ってみいや。 最近は特に人気やきね。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,57b32c4e-0985-42be-af4b-e2869889cf94,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
8af1f473-2d4a-4bef-b41d-d17219b650f3,季節のぶどう屋,大西 茜,まずきゅうりから見てみいや。今朝見たとき一番えかったき。 一回のぞいてみいや。 えいもんが揃っちゅうき。,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
39c5d7a1-1ad1-46a9-a2fd-3e9379a5c027,焼き芋のたより,島田 里奈,団子はここがいちばんやき。ひと目で惚れる人が多いき。 あれこれ見てみいや。 朝いちに寄る人も多いき。,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
a4bccc90-2b6d-4e2a-b33a-d46013446a4a,藤井のお店,藤井 優,この辺でいも天言うたらここやき。こだわりが見える品やき。 手に取ってみてよ。 見たら思わず手が伸びるがよ。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
d684a105-6c9e-4788-8127-59e32d80a3ad,お弁当のひとくち,金子 聡,今日はたこ焼きをのぞいていきや。今日は出来がえい日やき。 ついでに寄ってみいや。,昼前後まで出店。雨天は様子を見て判断します。雑談は控えめです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
78a5c753-362e-468f-8613-033a990a099a,布巾屋さん,山本 大悟,今日はかごがえい日よ。一回試してみると分かるき。 一回のぞいてみいや。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,57b32c4e-0985-42be-af4b-e2869889cf94,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
a761b04b-d28b-47a1-846e-da74faeb8c3a,植木鉢苗屋,大野 奈々,ハーブひとつで印象変わるき。家にあると助かるき。 ついでに寄ってみいや。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
13f192da-797b-44fd-81e8-810e05d5a1fd,ハーブ園,上田 佳奈,あら、ここのお店、最近行ってないねぇ。今日は何が出ちゅうか、ちょっと見てきてくれん？,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
73886034-c428-4939-a1ae-2c2564e3fa68,たこ焼きのひとくち,渡部 大悟,この店のおはぎは、実物見ると印象変わるき。 のぞくだけでも楽しいき。 最近は特に人気やきね。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,53a731e3-c3fe-46c0-921a-36b27ccd63a4,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
0f984cdf-72fe-4996-aa73-0f50acf1df09,みどりの肥料,酒井 誠,今日は肥料をのぞいていきや。普段使いにちょうどえい。 気になったら声かけてよ。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
c8f79e14-15f0-47a6-8a88-69fe4bdaa5ed,道具のかご,池田 陽菜,ちょいと弁当箱見ていきや。家にあると助かるき。 気になったら声かけてよ。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,57b32c4e-0985-42be-af4b-e2869889cf94,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
4fe9914d-9b53-496a-933b-b9a37aaad00a,ブレスレットの首飾り,加藤 陽,この店の推しはかんざし。作りが丁寧やき。 のぞくだけでも楽しいき。 一度買うたらまた来とうなるき。,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,a333b487-8c16-428d-9708-1e8fe07d2bb4,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
95158bdb-0cda-4055-a893-4467213a73f0,東のお店,東 翔太,迷うたら革製品やね。手間かけちゅうのが分かるき。 一回のぞいてみいや。 一度買うたらまた来とうなるき。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,a0457227-4a7c-42a3-aff6-6424661fd517,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
c17578ab-19c9-402a-9833-266f0da72b4a,編み物アトリエ,松本 茜,あら、ここのお店、最近行ってないねぇ。今日は何が出ちゅうか、ちょっと見てきてくれん？,午前中心に出店。雨天でも可能な限り営業します。雑談は控えめです。,a0457227-4a7c-42a3-aff6-6424661fd517,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
93357f6b-9247-4b4c-b1c4-85b70201df71,道具のかご本舗,松本 太郎,弁当箱ひとつで印象変わるき。作りが丁寧やき。 ついでに寄ってみいや。 えいもんが揃っちゅうき。,朝早くから開けています。雨天時は短縮営業です。雑談はほどほどです。,57b32c4e-0985-42be-af4b-e2869889cf94,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
0ba7babd-5403-42cd-8e47-79bb3ceb05d8,剪定鋏道具店,河野 智也,えい剪定鋏が揃うちゅう。手間かけちゅうのが分かるき。 今日は寄ってみいや。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,5df86d0b-002d-4bf5-ac2e-500ec532adaa,true,2026-01-06 05:58:43.30179+00,2026-02-24 08:53:43.074904+00,vendor
ed0db9f1-2443-4348-afcf-ec539853a1d3,土佐レタス便,松本 誠,ここでバナナを選んだら外さんき。使うたら分かるがよ。 こりゃおすすめやき。,朝7時ごろから昼過ぎまで。雨天はお休みします。雑談は多めです。,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
216bc08f-2939-47d4-be95-6122bf1e23d3,みどりのトマト苗,森田 結人,ここ来たら観葉植物は外せん。手間かけちゅうのが分かるき。 のぞくだけでも楽しいき。,朝7時ごろから昼過ぎまで。雨天はお休みします。雑談は多めです。,64b50182-b527-47a9-81c4-2fd1dc2681e9,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
ecd0a10c-b93e-4ad4-a56a-9645c3e218b7,指輪のしずく,金子 結人,この店の推しはかんざし。色味がよう出ちゅう。 気になったら声かけてよ。 よう評判が立ちゅうきね。,毎週日曜の午前に出店。雨の日はお休みです。雑談は多めです。,a333b487-8c16-428d-9708-1e8fe07d2bb4,true,2026-01-06 05:58:44.328645+00,2026-02-24 08:53:43.074904+00,vendor
